Area,Main means of travel to education,Age group,Sex,Year,Value,Flags
"Holdens Bay-Rotokawa","Ferry","Total people - age group","Total people - sex","2018",0,
"Holdens Bay-Rotokawa","Other","Total people - age group","Total people - sex","2018",0,
"Ngapuna","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Ngapuna","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",6,
"Ngapuna","School bus","Total people - age group","Total people - sex","2018",,c
"Ngapuna","Ferry","Total people - age group","Total people - sex","2018",,c
"Ngapuna","Other","Total people - age group","Total people - sex","2018",,c
"Fenton Park","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",33,
"Fenton Park","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Fenton Park","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",18,
"Fenton Park","School bus","Total people - age group","Total people - sex","2018",0,
"Fenton Park","Ferry","Total people - age group","Total people - sex","2018",0,
"Fenton Park","Other","Total people - age group","Total people - sex","2018",0,
"Tihiotonga-Whakarewarewa","Drive a car, truck or van","Total people - age group","Total people - sex","2018",495,
"Tihiotonga-Whakarewarewa","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",150,
"Tihiotonga-Whakarewarewa","School bus","Total people - age group","Total people - sex","2018",45,
"Tihiotonga-Whakarewarewa","Ferry","Total people - age group","Total people - sex","2018",0,
"Tihiotonga-Whakarewarewa","Other","Total people - age group","Total people - sex","2018",12,
"Owhata East","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",963,
"Owhata East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",42,
"Owhata East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",399,
"Owhata East","School bus","Total people - age group","Total people - sex","2018",117,
"Owhata East","Ferry","Total people - age group","Total people - sex","2018",0,
"Owhata East","Other","Total people - age group","Total people - sex","2018",9,
"Lynmore","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",603,
"Lynmore","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Lynmore","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",303,
"Lynmore","School bus","Total people - age group","Total people - sex","2018",42,
"Lynmore","Ferry","Total people - age group","Total people - sex","2018",0,
"Lynmore","Other","Total people - age group","Total people - sex","2018",3,
"Ngakuru","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Ngakuru","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",90,
"Ngakuru","School bus","Total people - age group","Total people - sex","2018",66,
"Ngakuru","Ferry","Total people - age group","Total people - sex","2018",0,
"Ngakuru","Other","Total people - age group","Total people - sex","2018",0,
"Kaingaroa-Whakarewarewa","Drive a car, truck or van","Total people - age group","Total people - sex","2018",9,
"Kaingaroa-Whakarewarewa","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",36,
"Kaingaroa-Whakarewarewa","School bus","Total people - age group","Total people - sex","2018",36,
"Kaingaroa-Whakarewarewa","Ferry","Total people - age group","Total people - sex","2018",0,
"Kaingaroa-Whakarewarewa","Other","Total people - age group","Total people - sex","2018",0,
"Golden Springs","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",396,
"Golden Springs","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Golden Springs","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",111,
"Golden Springs","School bus","Total people - age group","Total people - sex","2018",225,
"Golden Springs","Ferry","Total people - age group","Total people - sex","2018",0,
"Golden Springs","Other","Total people - age group","Total people - sex","2018",3,
"Manawahe","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",9,
"Manawahe","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Manawahe","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Manawahe","School bus","Total people - age group","Total people - sex","2018",,c
"Manawahe","Ferry","Total people - age group","Total people - sex","2018",,c
"Manawahe","Other","Total people - age group","Total people - sex","2018",,c
"Matata-Otakiri","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Matata-Otakiri","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",27,
"Matata-Otakiri","School bus","Total people - age group","Total people - sex","2018",12,
"Matata-Otakiri","Ferry","Total people - age group","Total people - sex","2018",0,
"Matata-Otakiri","Other","Total people - age group","Total people - sex","2018",3,
"Onepu Spring","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",147,
"Onepu Spring","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Onepu Spring","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",84,
"Onepu Spring","School bus","Total people - age group","Total people - sex","2018",39,
"Onepu Spring","Ferry","Total people - age group","Total people - sex","2018",0,
"Onepu Spring","Other","Total people - age group","Total people - sex","2018",0,
"Edgecumbe","Drive a car, truck or van","Total people - age group","Total people - sex","2018",15,
"Edgecumbe","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",99,
"Edgecumbe","School bus","Total people - age group","Total people - sex","2018",165,
"Edgecumbe","Ferry","Total people - age group","Total people - sex","2018",0,
"Edgecumbe","Other","Total people - age group","Total people - sex","2018",0,
"Thornton-Awakeri","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",402,
"Thornton-Awakeri","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Thornton-Awakeri","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",282,
"Thornton-Awakeri","School bus","Total people - age group","Total people - sex","2018",99,
"Thornton-Awakeri","Ferry","Total people - age group","Total people - sex","2018",0,
"Thornton-Awakeri","Other","Total people - age group","Total people - sex","2018",0,
"Te Teko Lakes","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Te Teko Lakes","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",24,
"Te Teko Lakes","School bus","Total people - age group","Total people - sex","2018",33,
"Te Teko Lakes","Ferry","Total people - age group","Total people - sex","2018",0,
"Te Teko Lakes","Other","Total people - age group","Total people - sex","2018",0,
"Coastlands","Drive a car, truck or van","Total people - age group","Total people - sex","2018",36,
"Coastlands","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",90,
"Coastlands","School bus","Total people - age group","Total people - sex","2018",75,
"Coastlands","Ferry","Total people - age group","Total people - sex","2018",0,
"Coastlands","Other","Total people - age group","Total people - sex","2018",0,
"Whakatane West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Whakatane West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",183,
"Whakatane West","School bus","Total people - age group","Total people - sex","2018",105,
"Whakatane West","Ferry","Total people - age group","Total people - sex","2018",0,
"Whakatane West","Other","Total people - age group","Total people - sex","2018",3,
"Whakatane Central","Drive a car, truck or van","Total people - age group","Total people - sex","2018",216,
"Whakatane Central","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",306,
