Area,Main means of travel to work,Age group,Sex,Year,Value,Flags
"Riccarton South","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",78,
"Riccarton South","Public bus","Total people - age group","Total people - sex","2018",183,
"Riccarton South","Train","Total people - age group","Total people - sex","2018",0,
"Riccarton South","Bicycle","Total people - age group","Total people - sex","2018",150,
"Riccarton South","Walk or jog","Total people - age group","Total people - sex","2018",243,
"Riccarton South","Ferry","Total people - age group","Total people - sex","2018",0,
"Riccarton South","Other","Total people - age group","Total people - sex","2018",33,
"Halswell West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",2220,
"Halswell West","Work at home","Total people - age group","Total people - sex","2018",225,
"Halswell West","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1458,
"Halswell West","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",306,
"Halswell West","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",63,
"Halswell West","Public bus","Total people - age group","Total people - sex","2018",96,
"Halswell West","Train","Total people - age group","Total people - sex","2018",0,
"Halswell West","Bicycle","Total people - age group","Total people - sex","2018",51,
"Halswell West","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Halswell West","Ferry","Total people - age group","Total people - sex","2018",0,
"Halswell West","Other","Total people - age group","Total people - sex","2018",12,
"Shirley East","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1323,
"Shirley East","Work at home","Total people - age group","Total people - sex","2018",114,
"Shirley East","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",846,
"Shirley East","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",192,
"Shirley East","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",33,
"Shirley East","Public bus","Total people - age group","Total people - sex","2018",39,
"Shirley East","Train","Total people - age group","Total people - sex","2018",0,
"Shirley East","Bicycle","Total people - age group","Total people - sex","2018",51,
"Shirley East","Walk or jog","Total people - age group","Total people - sex","2018",30,
"Shirley East","Ferry","Total people - age group","Total people - sex","2018",0,
"Shirley East","Other","Total people - age group","Total people - sex","2018",18,
"Broken Run","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",333,
"Broken Run","Work at home","Total people - age group","Total people - sex","2018",36,
"Broken Run","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",219,
"Broken Run","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",48,
"Broken Run","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",12,
"Broken Run","Public bus","Total people - age group","Total people - sex","2018",6,
"Broken Run","Train","Total people - age group","Total people - sex","2018",0,
"Broken Run","Bicycle","Total people - age group","Total people - sex","2018",9,
"Broken Run","Walk or jog","Total people - age group","Total people - sex","2018",3,
"Broken Run","Ferry","Total people - age group","Total people - sex","2018",0,
"Broken Run","Other","Total people - age group","Total people - sex","2018",3,
"St Albans East","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1980,
"St Albans East","Work at home","Total people - age group","Total people - sex","2018",174,
"St Albans East","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1137,
"St Albans East","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",171,
"St Albans East","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",63,
"St Albans East","Public bus","Total people - age group","Total people - sex","2018",96,
"St Albans East","Train","Total people - age group","Total people - sex","2018",0,
"St Albans East","Bicycle","Total people - age group","Total people - sex","2018",171,
"St Albans East","Walk or jog","Total people - age group","Total people - sex","2018",144,
"St Albans East","Ferry","Total people - age group","Total people - sex","2018",0,
"St Albans East","Other","Total people - age group","Total people - sex","2018",21,
"Hagley Park","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",21,
"Hagley Park","Work at home","Total people - age group","Total people - sex","2018",6,
"Hagley Park","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",6,
"Hagley Park","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",,c
"Hagley Park","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",,c
"Hagley Park","Public bus","Total people - age group","Total people - sex","2018",,c
"Hagley Park","Train","Total people - age group","Total people - sex","2018",,c
"Hagley Park","Bicycle","Total people - age group","Total people - sex","2018",,c
"Hagley Park","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Hagley Park","Ferry","Total people - age group","Total people - sex","2018",,c
"Hagley Park","Other","Total people - age group","Total people - sex","2018",,c
"Hillmorton","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1602,
"Hillmorton","Work at home","Total people - age group","Total people - sex","2018",126,
"Hillmorton","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1020,
"Hillmorton","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",189,
"Hillmorton","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",39,
"Hillmorton","Public bus","Total people - age group","Total people - sex","2018",63,
"Hillmorton","Train","Total people - age group","Total people - sex","2018",0,
"Hillmorton","Bicycle","Total people - age group","Total people - sex","2018",84,
"Hillmorton","Walk or jog","Total people - age group","Total people - sex","2018",72,
"Hillmorton","Ferry","Total people - age group","Total people - sex","2018",0,
"Hillmorton","Other","Total people - age group","Total people - sex","2018",12,
"Parklands","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",2061,
"Parklands","Work at home","Total people - age group","Total people - sex","2018",147,
"Parklands","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1386,
