Area,Ethnic group,Number of languages spoken,Age group,Sex,Year,Value,Flags
"Nawton West","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3663,
"Nawton West","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Nawton East","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",33,
"Nawton East","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",4212,
"Nawton East","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Chartwell","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",36,
"Chartwell","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2502,
"Chartwell","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Forest Lake (Hamilton City)","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",27,
"Forest Lake (Hamilton City)","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2487,
"Forest Lake (Hamilton City)","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Chedworth","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",30,
"Chedworth","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1821,
"Chedworth","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Beerescourt","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",15,
"Beerescourt","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2220,
"Beerescourt","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Miropiko","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",48,
"Miropiko","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3186,
"Miropiko","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Porritt","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",24,
"Porritt","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2634,
"Porritt","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Dinsdale North","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",48,
"Dinsdale North","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",4383,
"Dinsdale North","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Maeroa","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",60,
"Maeroa","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3726,
"Maeroa","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Dinsdale South","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",66,
"Dinsdale South","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3966,
"Dinsdale South","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Fairfield (Hamilton City)","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",54,
"Fairfield (Hamilton City)","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",4383,
"Fairfield (Hamilton City)","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Whitiora","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",27,
